smiles,CYP450_CYP1A2,CYP450_CYP2C19,CYP450_CYP2C9,CYP450_CYP2D6,CYP450_CYP3A4,Carcinogenicity_Carcinogenicity,Cardiotoxicity_Cardiotoxicity-1,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-30,Cardiotoxicity_Cardiotoxicity-5,Clinical_Toxicity_Clinical_toxicity,Developmental_and_Reproductive_Toxicity_Developmental_Toxicity,Developmental_and_Reproductive_Toxicity_Reproductive_Toxicity,Endocrine_Disruption_NR-AR-LBD,Endocrine_Disruption_NR-AR,Endocrine_Disruption_NR-AhR,Endocrine_Disruption_NR-ER-LBD,Endocrine_Disruption_NR-ER,Endocrine_Disruption_NR-PPAR-gamma,Endocrine_Disruption_NR-aromatase,Endocrine_Disruption_SR-ARE,Endocrine_Disruption_SR-ATAD5,Endocrine_Disruption_SR-HSE,Endocrine_Disruption_SR-MMP,Endocrine_Disruption_SR-p53,Hepatotoxicity_Hepatotoxicity,Irritation_and_Corrosion_Eye_Corrosion,Irritation_and_Corrosion_Eye_Irritation,Mutagenicity_Ames_Mutagenicity,Respiratory_Toxicity_Respiratory_Toxicity
COc1cc(C(=O)O[C@@H]2CC(C)=CC[C@@]3(C)CC[C@](O)(C(C)C)[C@H]23)ccc1O,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(=O)Oc2ccc3c(c2)OCC3=O)cc(OC)c1OC,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(=O)Oc2ccccc2/C=N/NC(=O)c2ccc(C)cc2)cc(OC)c1OC,,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
COc1cc(C(=S)N2CCOCC2)ccc1O,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,1.0,,
COc1cc(C(C)=O)cc(OC)c1O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
COc1cc(C(C)=O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(C(O)C(=O)O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C(O)C(CO)Oc2ccc(C=CC(=O)OC3OC(Oc4ccc5ccc(=O)oc5c4)C(O)C(O)C3O)cc2OC)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C(O)C(CO)Oc2ccc(C=CCO)cc2OC)ccc1COC1OC(CO)C(O)C(O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C(O)c2ncc([N+](=O)[O-])n2C)c(O)c(C(C)(C)C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
COc1cc(C)c(Br)cc1S(=O)(=O)NCc1ccccc1,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(C)cc(O)c1,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(C)cc(OC)c1/C=C\C(=O)O,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
COc1cc(C)cc2c(OC(C)=O)c(-c3c(C)cc4c(OC(C)=O)ccc(OC(C)=O)c4c3OC)cc(OC(C)=O)c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
COc1cc(C)cc2c1C(=O)C=C(c1c(C)cc3c(c1OC)C(=O)C=CC3=O)C2=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
COc1cc(C)ccc1C(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(C)ccc1O,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,
COc1cc(C)ccc1OCCCOc1ccccc1Br,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)ccc1OCCCOc1ccccc1Cl,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)ccc1OCCOc1cc(C)ccc1Cl,0.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)nc(-n2nc(C)cc2OC)n1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0
COc1cc(C)nc(N2CCCC(C(=O)Nc3cc(Cl)ccc3OC)C2)n1,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(=O)N(C3CCCC3)CC(=O)N2Cc2ccco2)ccc1OC(C)C,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C#N)=C(N)N(Nc3ccccc3)C3=C2C(=O)CC(C)(C)C3)ccc1OCc1cccc(F)c1,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C#N)=C(N)N(Nc3ccccc3)C3=C2C(=O)CC(C)(C)C3)ccc1OCc1ccccc1,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C#N)=C(N)N(c3sc4c(c3C#N)CCCC4)C3=C2C(=O)CC(C)(C)C3)cc(OC)c1OC,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)c([N+](=O)[O-])cc1OC,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc(OC)c1OC(=O)N1CCOCC1,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)ccc1OCC(=O)Nc1ccccc1C,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C#N)=C(N)Oc3cc(O)ccc32)cc(OC)c1OC,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2CCCC(=O)O)ccc1O,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C(C(=O)c3cccs3)=C(O)C(=O)N2Cc2ccco2)cc(OC)c1OC,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C3=C(N=C(C)/C2=C(/O)OCCC#N)c2ccccc2S3(=O)=O)cc(OC)c1OC,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2C3C=C(C4Oc5cc(O)cc(O)c5C(=O)C4O)C4C2COC4(O)C3=O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2N(c3cc(C)on3)C(=O)C3CCCN32)cc(OC)c1OC,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccc(Cl)cc2)ccc1O,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2NC(C(=O)O)Cc3c2[nH]c2ccccc32)cc(OC)c1OC,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2OCC3C(c4cc(OC)c(OC)c(OC)c4)OCC23)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1OC1OC(CO)C(O)C(O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2OCC3C(c4ccc(OC)c(OC)c4)OCC23)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2Oc3c(O)cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)cc3C2CO)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2Oc3c(OC)cc(C=CC(=O)O)cc3C2CO)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
COc1cc(C2Oc3cc(O)cc(O)c3C(=O)C2=O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
COc1cc(C2Oc3cc(O)cc(O)c3C(=O)C2O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2c3[nH]c4ccccc4c3CC3C(=O)N4C(Cc5c([nH]c6ccccc56)C4c4cc(OC)c(OC)c(OC)c4)C(=O)N32)cc(OC)c1OC,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2c3cc(O)c(OC)cc3C=C(C(C)=O)C2CO)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2c3cc4c(c(O)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2c3cc4c(cc3C(O)C(CO)C2C(=O)O)OCO4)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1O,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
COc1cc(C2c3cc4c(cc3C(O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OC,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2c3cc4c(cc3C(OC3OC(C)C(OC(O)c5cccs5)C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OP(=O)(O)O,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=C(C#N)C#N)cc(O)c1O,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,1.0,,1.0,1.0,,,,,,
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(=O)COC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(=O)N(C)CCc2ccc(O)c(O)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(=O)O)cc(OC)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,
COc1cc(C=CC(=O)O)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=CC(=O)O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,
COc1cc(C=CC(=O)OC2C(CO)OC(OCCc3ccc(O)c(O)c3)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(=O)OC2C(CO)OC3OCC(c4ccc(O)c(O)c4)OC3C2OC2OC(C)C(O)C(O)C2O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(=O)OC2C(O)C(COC(=O)C=Cc3cc(OC)c(O)c(OC)c3)OC2(COC(C)=O)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2OC(C)=O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=CC(C)=O)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=CCOC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=Cc2ccc(O)cc2)cc(OC2OC(CO)C(O)C(O)C2O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(C=O)cc(Br)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=O)cc(C=O)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(C=O)cc(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=O)cc(OC)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=O)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=O)cc([N+](=O)[O-])c1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(C=O)cc2c1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,,,,,
COc1cc(C=O)ccc1O,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,
COc1cc(C=O)ccc1OC(=O)C(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(C=O)ccc1OCCCOc1ccccc1C(=O)O,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C=O)ccc1OCCOCCOc1ccccc1Cl,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CC#N)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
COc1cc(CC(=O)O)c(C(C)=O)cc1OC,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CC(=O)O)ccc1O,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(CC(=O)OC2CCOC2=O)cc(OC)c1OC,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CC(C)C)cc(OC)c1OC,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(CC(C)N)c(OC)cc1Br,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,
COc1cc(CC(C)N)cc2c1OCO2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(CC(COC2OC(CO)C(O)C(O)C2O)C(COC2OC(CO)C(O)C(O)C2O)Cc2ccc(O)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CC2CO2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-],,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CCC(C)=O)ccc1O,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
COc1cc(CCC(O)CC(=O)CCc2ccccc2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CCCO)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(CCN)c(OC)c(OC)c1,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CCN)c(OC)cc1Br,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,
COc1cc(CCN)cc(OC)c1OC,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
COc1cc(CCN)ccc1O,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CCc2cc(OC)c(O)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CCc2cc(OC)c(OC)c(OC)c2)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(OC)c1OC,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
COc1cc(CN2CCN(C(=O)CC(C)C)CC2)cc(OC)c1OC,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CN2CCN(C(=O)COc3ccccc3)CC2)cc(OC)c1OC,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(OC)c1OC,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
COc1cc(CNC(=O)C(C)Br)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,,,,,1.0,,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,1.0,,1.0,,1.0,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,
COc1cc(CNC(C)(C)CO)ccc1OCC(=O)Nc1ccc(Br)cc1,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(OC)c1OC,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
COc1cc(CNn2nnnc2N)ccc1OCc1c(Cl)cccc1Cl,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CO)c(-c2c(CC(C)C(C)=O)cc3c(c2OC)OCO3)c(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1cc(CO)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(COCCN(C)C)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(COCCN)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(COCCN2CCCC2)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(COCCN2CCCCC2)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(COCCN2CCOCC2)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,0.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C[C@@H](C)N)c(OC)cc1Br,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,0.0,,,,,
COc1cc(C[C@@H](C)N)c(OC)cc1C,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,
COc1cc(C[C@H](C)N)c(OC)cc1Br,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,,
COc1cc(C[C@H](C)N)c(OC)cc1C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,
COc1cc(C[C@H](C)N)c(OC)cc1I,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C[C@H]2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,
COc1cc(Cl)c(CC(=O)c2c[nH]c3ccccc23)cc1OC,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Cl)c(OC)cc1Cl,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,
COc1cc(Cl)c(OC)cc1N,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
COc1cc(Cl)cc(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1cc(Cl)ccc1Cl,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COc1cc(Cl)ccc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
